session,session_date,session_time,participant,sliders_correct,dict_treatment,dict_group_uid,dict_id_in_group,dict_attempt_1,dict_attempt_2,dict_attempt_3,dict_ans_check,dict_group_give,dict_group_die_1,dict_group_die_2,dict_payoff,dict_gachter_circles,bret_boxes_collected,bret_bomb,bret_payoff,svo_group_uid,svo_role,svo_1,svo_2,svo_3,svo_4,svo_5,svo_6,svo_mean_self,svo_mean_other,svo_score,svo_classification,svo_paid_choice,svo_payoff,risque_general,risque_sante,risque_argent,patience,confiance_autres,confiance_autres_general,confiance_autres_famille,confiance_autres_travail,year_of_birth,gender,nationality,marital_status,student,study_level,study_discipline,socioprofessional_group,politique,experiment_participation,part2_selected_task,comments,final_payoff
mbii9qpy,2023-07-17,14:05:24.563644,jeumrphw,20,3,s17g7,1,1.0,1.0,0.0,0,0,1,0,20.0,2.0,50,True,0.0,s17g4,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,6.0,100.0,7,5,6,4,0,4,9,5,2001,1,FR,0,True,4,6,,5,True,2,,25.0
iska0u63,2023-06-05,15:33:09.993638,jj3ndr91,20,0,s12g9,2,,,,0,5,0,0,15.0,7.0,20,False,2.0,s12g8,1,0,8,8,3,6,8,80.167,76.833,41.653,prosocial,3.0,85.0,5,0,5,0,0,5,10,3,1991,0,FR,0,False,5,15,3.0,5,True,1,,17.0
lumtsvlr,2023-10-05,15:13:23.831726,jkf9xsht,20,3,s16g8,1,1.0,2.0,0.0,1,4,5,0,16.0,2.0,15,False,1.5,s16g7,2,0,8,8,7,2,5,88.333,63.5,19.401,individualist,2.0,15.0,3,1,6,4,0,4,8,5,2003,1,BO,0,True,1,6,,7,True,1,intuitif,17.5
9la3iku5,2023-06-05,14:05:06.224451,jm6vo24u,20,3,s6g9,1,1.0,1.0,0.0,0,5,3,0,15.0,4.0,30,False,3.0,s6g10,2,0,8,8,8,0,8,90.0,61.667,16.261,individualist,2.0,50.0,6,8,5,3,1,8,10,8,2005,1,FR,0,True,0,14,,10,True,2,Cette expérience est différentes de ce que j'ai l'habitude de faire. Interessante mais surprenante.,17.5
lumtsvlr,2023-10-05,15:13:23.881724,jrdps2f1,20,3,s16g9,1,1.0,1.0,0.0,0,0,2,0,40.0,1.0,20,False,2.0,s16g10,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,4.0,85.0,3,0,2,5,0,4,9,3,2004,1,FR,0,True,1,6,,5,True,2,,44.25
9la3iku5,2023-06-05,14:05:06.442959,jwceahc4,20,3,s6g9,2,2.0,1.0,1.0,2,5,3,0,5.0,7.0,20,False,2.0,s6g9,1,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,4.0,63.0,8,5,5,5,0,7,8,7,2001,1,DZ,0,True,2,2,,1,False,2,,8.15
v645jz3v,2021-12-02,14:36:58.133228,jwokhugf,20,3,s27g2,1,2.0,1.0,1.0,2,2,3,0,18.0,,60,True,0.0,s27g5,2,0,8,8,4,4,5,84.0,70.833,31.497,prosocial,6.0,85.0,8,0,7,10,0,2,0,0,2001,0,FR,0,True,0,2,,0,True,1,,18.0
ricx69vg,2021-10-07,12:35:20.501976,jz4bhyk3,20,1,s23g4,2,2.0,2.0,2.0,0,0,6,0,10.0,,40,False,4.0,s23g7,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,4.0,85.0,5,3,7,4,0,4,9,3,2001,1,FR,0,True,2,0,,7,False,2,,14.25
qq90voxd,2021-09-24,09:45:54.411978,jz7p1lrp,20,1,s22g7,2,2.0,2.0,2.0,0,5,3,0,15.0,,40,False,4.0,s22g4,1,0,8,7,5,3,7,84.333,69.833,30.014,prosocial,3.0,81.0,7,3,5,9,0,2,8,4,1999,0,FR,0,True,3,9,,3,True,1,Expérience intéressante sur la prise de décision. Merci à vous.,19.0
cupsfubn,2021-12-02,13:09:30.040256,k36hi0iy,18,2,s9g4,2,1.0,0.0,1.0,1,0,6,0,20.0,,73,True,0.0,s9g5,2,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,1.0,59.0,5,0,0,5,0,5,7,4,1958,0,FR,3,False,0,3,7.0,4,True,2,,22.95
9hkdzuk6,2021-12-02,11:12:19.630225,k51m088y,20,1,s5g3,1,2.0,2.0,0.0,1,5,4,0,35.0,,50,False,5.0,s5g3,2,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,1.0,85.0,4,1,1,2,0,4,10,5,1998,0,FR,0,True,4,26,,3,False,2,,39.25
l4hdbtm8,2021-09-24,13:15:16.281055,k6a4h7yo,20,2,s15g6,2,1.0,0.0,0.0,2,0,5,0,0.0,,5,False,0.5,s15g7,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,3.0,85.0,6,0,1,5,0,7,9,8,2000,0,FR,0,True,4,21,,3,True,1,,0.5
mbii9qpy,2023-07-17,14:05:24.762463,k8h56m3k,20,3,s17g3,2,1.0,1.0,0.0,0,15,2,0,35.0,2.0,50,True,0.0,s17g6,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,6.0,100.0,5,3,2,2,0,3,1,3,1995,1,DZ,0,True,5,5,,5,True,1,,35.0
9la3iku5,2023-06-05,14:05:06.309528,keb1ar1w,19,3,s6g8,2,1.0,1.0,0.0,0,10,6,0,30.0,2.0,50,True,0.0,s6g8,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,4.0,85.0,8,3,8,9,0,0,3,1,1999,1,GF,0,True,4,25,,7,True,2,,34.25
bgvzfud6,2023-06-06,15:44:36.480717,klii1my7,20,2,s7g3,1,0.0,0.0,0.0,1,10,6,0,20.0,2.0,20,False,2.0,s7g5,2,0,6,5,3,3,7,80.667,72.5,36.267,prosocial,3.0,85.0,6,0,0,6,1,7,8,5,2003,0,FR,0,True,0,8,,4,True,1,"L'expérience était amusante à faire, comparée aux autres que j'avais faite dans ce laboratoire. C'est intéressant de voir comment nous ferions pour avoir un minimum de gain tout en pensant à faire plaisir à l'autre. Merci pour cela.",22.0
lumtsvlr,2023-10-05,15:13:23.965099,kn5zui7f,20,3,s16g6,2,1.0,0.0,2.0,2,10,6,0,30.0,4.0,10,False,1.0,s16g6,1,4,7,6,4,4,3,82.667,63.5,22.453,prosocial,2.0,98.0,4,0,3,3,0,1,1,0,2004,0,FR,0,True,1,6,,3,True,1,,31.0
9la3iku5,2023-06-05,14:05:06.392907,ko1la26z,20,3,s6g6,1,1.0,1.0,0.0,0,0,1,0,20.0,1.0,59,False,5.9,s6g5,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,1.0,85.0,6,0,4,5,0,1,10,3,1995,1,FR,0,False,3,6,2.0,5,True,1,,25.9
4j0x1iqn,2021-10-14,10:40:10.269125,kpdbz5ka,20,2,s1g2,1,1.0,0.0,0.0,2,8,6,0,22.0,,50,False,5.0,s1g4,1,0,8,8,5,3,2,86.5,65.833,23.45,prosocial,2.0,100.0,8,9,3,2,0,5,9,5,1997,0,FR,0,True,4,26,,5,True,2,"Très bonne expérience, merci beaucoup.",27.0
vffbvolu,2021-10-07,10:33:49.650688,kpnor9bq,19,2,s28g8,2,1.0,1.0,0.0,3,10,5,0,10.0,,80,True,0.0,s28g8,1,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,4.0,63.0,7,7,8,3,1,3,10,3,1995,0,FR,0,False,3,23,8.0,4,True,1,,10.0
56arlii3,2021-10-07,09:04:01.885037,kru90hik,20,3,s2g7,1,1.0,1.0,0.0,0,10,5,0,10.0,,25,False,2.5,s2g6,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,4.0,15.0,5,0,0,5,0,5,5,5,2001,1,FR,0,True,0,6,,5,False,1,"Mes choix ont été motivés par la satisfaction de l'intérêt commun. Peut-être qu'à l'avenir, j'opterais pour des choix plus égoïstes si ces derniers impactent réellement la rémunération.     Cette expérience était très intéressante, elle donne à penser !",12.5
lumtsvlr,2023-10-05,15:13:23.898396,ktrmsgxc,19,3,s16g5,1,1.0,0.0,0.0,1,10,1,0,10.0,3.0,25,False,2.5,s16g4,2,0,8,7,3,2,7,84.0,72.333,33.299,prosocial,3.0,93.0,6,0,4,7,0,0,0,0,2005,1,CF,0,True,0,6,,4,True,1,,12.5
l4hdbtm8,2021-09-24,13:15:16.306165,l1aab6zr,20,2,s15g4,1,0.0,0.0,1.0,0,0,6,0,30.0,,50,True,0.0,s15g3,1,0,8,8,8,0,5,91.0,59.5,13.046,individualist,3.0,85.0,7,2,7,3,0,5,9,2,2000,1,FR,0,True,5,6,,3,False,2,,34.25
zknsvvur,2021-10-07,14:05:12.324152,l3dkfaqs,20,3,s31g10,2,0.0,1.0,0.0,1,5,3,0,5.0,,60,False,6.0,s31g9,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,5.0,50.0,7,7,7,8,0,5,8,6,1997,1,FR,0,True,5,15,,7,False,1,,11.0
1picali9,2021-09-23,14:04:50.727201,l5k380x9,20,0,s0g9,1,,,,0,0,0,0,30.0,,50,True,0.0,s0g10,2,8,8,8,8,0,0,92.5,44.167,-7.815,individualist,1.0,85.0,5,0,3,2,0,2,10,5,1993,1,MA,0,True,5,9,,5,True,2,Merci,34.25
qq90voxd,2021-09-24,09:45:54.428681,l85srak1,20,1,s22g5,2,0.0,0.0,2.0,2,5,5,0,15.0,,50,True,0.0,s22g6,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,5.0,94.0,7,0,5,6,0,5,9,2,1999,0,FR,0,True,3,2,,1,True,1,,15.0
ccxcrzzr,2021-10-14,09:04:30.400301,lgme281h,20,3,s8g2,1,2.0,0.0,1.0,3,10,2,0,30.0,,34,True,0.0,s8g2,2,0,8,3,8,1,0,87.833,58.333,12.421,individualist,5.0,75.0,9,1,7,4,0,7,10,10,1997,0,FR,0,False,5,2,3.0,4,True,1,,30.0
hib3cqt6,2023-07-17,10:14:53.285714,lhcf02s9,20,0,s11g6,2,,,,0,5,0,0,15.0,5.0,95,False,9.5,s11g6,1,0,8,8,4,2,8,85.167,71.0,30.844,prosocial,4.0,68.0,8,8,6,5,0,5,5,5,1999,1,GN,0,True,3,6,,5,True,2,Je suis très heureux de participer a ses expériences car c'est enrichissant comme expérience sociale.,18.4
qq90voxd,2021-09-24,09:45:54.370274,lmt9qpdz,20,1,s22g9,1,1.0,0.0,0.0,3,5,3,0,15.0,,72,False,7.2,s22g9,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,2.0,100.0,3,0,1,10,1,5,10,5,1994,0,LB,0,True,5,6,,9,True,1,,22.2
56arlii3,2021-10-07,09:04:01.993380,lqehbwvp,20,3,s2g6,1,1.0,1.0,0.0,0,10,2,0,30.0,,40,True,0.0,s2g7,2,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,4.0,58.0,5,2,5,7,0,3,8,6,1998,1,FR,0,True,3,6,,5,False,2,éxperience très prenante !,32.9
9la3iku5,2023-06-05,14:05:06.242821,lr6381d6,20,3,s6g5,2,1.0,1.0,1.0,1,5,4,0,25.0,7.0,50,False,5.0,s6g3,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,6.0,63.0,10,0,0,10,0,5,9,7,1997,1,LU,0,True,3,6,,5,True,2,merci,28.15
l4hdbtm8,2021-09-24,13:15:16.339510,ltk2c31c,20,2,s15g9,1,0.0,1.0,0.0,2,5,4,0,25.0,,15,False,1.5,s15g10,1,7,8,8,3,0,0,88.833,54.5,6.61,individualist,2.0,100.0,7,3,5,4,0,4,7,5,1998,0,FR,0,True,3,24,,4,True,1,,26.5
iska0u63,2023-06-05,15:33:09.860707,lvv31qlf,20,0,s12g3,2,,,,0,4,0,0,14.0,6.0,9,False,0.9,s12g4,1,0,8,8,0,0,8,84.167,75.833,37.092,prosocial,2.0,100.0,7,8,4,6,0,3,10,7,1999,1,FR,0,False,5,9,5.0,3,True,2,Merci!,19.0
ucou4xpq,2023-10-05,11:07:37.899055,lzlbuif2,20,2,s26g2,2,0.0,0.0,1.0,0,6,6,0,26.0,4.0,20,False,2.0,s26g3,2,8,8,8,8,0,0,92.5,44.167,-7.815,individualist,6.0,68.0,8,4,6,1,0,2,5,0,2005,1,FR,0,True,1,6,,5,True,2,j'ai déjà participé et honnêtement j'aime beaucoup déjà parce que a la clef il y a de l'argent mais surtout peu de gens peuvent dire qu'ils ont participé à un expérience qui peut mener à d'importante recherche et qui sait un jour à un nobels,29.4
lumtsvlr,2023-10-05,15:13:23.981767,m10i174l,20,3,s16g4,2,2.0,1.0,1.0,2,0,1,0,0.0,3.0,6,True,0.0,s16g9,1,0,8,8,1,1,8,83.833,75.0,36.462,prosocial,4.0,54.0,4,1,2,5,0,3,8,5,2005,1,FR,0,True,1,6,,3,True,2,je fais partie des gens ou la chance dans les experiences ou la chance n'est pas forcement avec moi,2.7
vffbvolu,2021-10-07,10:33:49.532082,m4s6vn2x,20,2,s28g5,1,1.0,0.0,0.0,2,0,5,0,30.0,,50,True,0.0,s28g3,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,4.0,58.0,4,0,0,3,0,4,8,1,1993,0,FR,0,True,5,17,,0,True,1,"Parfait et rapide, merci",30.0
vrmpn3zv,2023-10-05,14:08:37.957282,m8b9uxr0,20,2,s29g9,2,1.0,0.0,2.0,2,5,5,0,5.0,2.0,15,False,1.5,s29g8,2,0,7,8,5,0,4,88.833,63.5,19.17,individualist,3.0,85.0,6,3,6,7,0,5,9,6,2004,1,IT,0,True,0,3,,2,True,1,,6.5
9hkdzuk6,2021-12-02,11:12:19.813625,mbrcux6q,20,1,s5g6,1,2.0,2.0,2.0,0,5,5,0,15.0,,40,True,0.0,s5g6,1,0,8,8,5,0,8,87.833,67.0,24.196,prosocial,2.0,100.0,9,8,7,6,0,5,9,7,2003,1,FR,0,True,1,21,,8,True,2,jeu très instructif,20.0
lumtsvlr,2023-10-05,15:13:23.931685,mgnt4352,20,3,s16g10,1,1.0,1.0,2.0,1,10,3,0,10.0,6.0,10,False,1.0,s16g6,2,4,8,0,3,4,8,76.333,71.333,39.012,prosocial,2.0,46.0,7,6,8,8,0,6,8,6,1999,0,BJ,0,True,2,8,,6,False,2,J'ai aimé prendre part à cette expérience,12.3
1picali9,2021-09-23,14:04:50.930176,mn1gncay,20,0,s0g2,2,,,,0,10,0,0,20.0,,10,False,1.0,s0g2,2,2,3,4,5,4,5,80.333,63.833,24.515,prosocial,4.0,58.0,6,1,4,9,0,5,7,5,1994,1,FR,1,False,5,21,8.0,4,True,2,,22.9
vrmpn3zv,2023-10-05,14:08:38.040766,mvy3uvnp,20,2,s29g9,1,0.0,0.0,1.0,0,5,5,0,25.0,1.0,99,True,0.0,s29g9,1,8,8,8,8,0,0,92.5,44.167,-7.815,individualist,6.0,100.0,6,7,6,8,0,0,8,3,2004,1,MG,0,True,2,6,,5,False,1,"j'aurais du envoyer 1 euro à la partie 1 mais bon,  c'était intéressant merci :)",25.0
9hkdzuk6,2021-12-02,11:12:19.730216,mwaj436w,20,1,s5g7,2,1.0,2.0,2.0,1,5,5,0,15.0,,60,True,0.0,s5g7,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,2.0,46.0,4,3,6,5,0,6,9,7,1995,0,LB,0,True,6,26,,5,True,1,,15.0
77fw3e9h,2021-10-07,15:37:35.171705,n2hgcylv,18,0,s3g3,1,,,,0,10,0,0,20.0,,12,False,1.2,s3g2,1,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,1.0,85.0,5,5,1,4,0,4,9,3,2000,0,FR,0,True,3,9,,6,True,2,,24.25
zknsvvur,2021-10-07,14:05:12.357482,n3s95iyq,20,3,s31g2,2,0.0,1.0,2.0,2,10,4,0,30.0,,10,False,1.0,s31g2,2,1,4,2,5,2,5,81.333,64.5,24.833,prosocial,6.0,85.0,10,10,10,8,0,5,8,3,2001,1,FR,0,False,0,26,8.0,5,False,1,,31.0
iska0u63,2023-06-05,15:33:09.943606,n3t4zrj2,20,0,s12g4,1,,,,0,10,0,0,20.0,3.0,90,False,9.0,s12g2,1,0,7,8,4,4,8,82.667,72.333,34.359,prosocial,5.0,75.0,8,6,10,5,0,7,4,8,1999,1,MA,0,True,2,6,,5,True,1,,29.0
tocih6v9,2021-10-14,13:05:54.412266,n5skvo42,20,0,s25g3,2,,,,0,1,0,0,11.0,,60,True,0.0,s25g3,2,2,8,0,4,6,2,77.0,70.5,37.208,prosocial,2.0,50.0,5,8,3,2,0,3,8,5,2003,0,FR,0,True,0,6,,6,False,1,,11.0
9la3iku5,2023-06-05,14:05:06.342943,n8kmovbp,20,3,s6g4,2,1.0,2.0,0.0,1,5,2,0,25.0,6.0,30,True,0.0,s6g7,1,5,8,8,7,0,0,91.833,50.333,0.456,individualist,4.0,81.0,7,7,5,8,0,4,9,5,2002,1,FR,0,False,2,7,8.0,2,True,2,,29.05
cupsfubn,2021-12-02,13:09:29.905266,n9q8c0c7,20,2,s9g2,2,1.0,2.0,1.0,2,10,4,0,30.0,,50,True,0.0,s9g3,2,0,8,8,6,1,2,89.333,61.833,16.743,individualist,1.0,85.0,8,0,5,6,0,6,8,6,1996,0,ES,0,True,5,6,,2,True,1,Très intéressante comme expérience.,30.0
vffbvolu,2021-10-07,10:33:49.683773,nakcmiy7,20,2,s28g3,2,1.0,2.0,1.0,2,10,5,0,10.0,,50,True,0.0,s28g5,2,0,8,0,0,0,8,78.333,78.333,45.0,prosocial,2.0,37.0,7,3,2,9,0,3,5,3,2003,1,FR,0,True,0,8,,8,True,2,ces expériences me font penser au complexe du prisonnier à l'exception faite de la tache 1 ressemblant d'avantage à un jeu,11.85
t7l852vx,2023-06-06,14:04:26.859869,nebmgcqz,20,1,s24g8,2,2.0,2.0,1.0,1,10,2,0,20.0,4.0,50,True,0.0,s24g7,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,4.0,100.0,9,0,9,8,0,5,9,5,2006,1,FR,0,True,0,26,,5,True,2,,25.0
kk9ja4fv,2022-02-28,11:39:50.247656,neujz9if,20,1,s14g2,2,1.0,2.0,0.0,2,10,3,0,20.0,,10,False,1.0,s14g2,1,4,8,1,6,2,7,81.667,63.0,22.319,individualist,1.0,85.0,6,2,4,5,0,7,10,8,2004,0,FR,0,True,1,9,,9,False,2,,24.25
qq90voxd,2021-09-24,09:45:54.495403,ngq1xu6b,20,1,s22g8,1,2.0,2.0,1.0,1,0,4,0,40.0,,30,True,0.0,s22g7,1,8,8,8,8,0,0,92.5,44.167,-7.815,individualist,4.0,85.0,8,2,8,7,0,4,9,4,2000,1,FR,0,True,3,9,,6,True,1,,40.0
ucou4xpq,2023-10-05,11:07:37.882340,nhyd3uy7,20,2,s26g5,2,1.0,0.0,1.0,1,10,3,0,10.0,6.0,52,False,5.2,s26g5,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,1.0,85.0,4,3,1,4,1,6,0,6,2005,0,FR,0,True,0,6,,8,True,1,,15.2
ccxcrzzr,2021-10-14,09:04:30.366477,nj2am8sh,20,3,s8g4,2,1.0,2.0,0.0,1,0,2,0,20.0,,45,False,4.5,s8g4,2,0,7,8,5,4,8,83.333,70.5,31.592,prosocial,6.0,68.0,4,3,1,2,0,4,8,6,2003,0,FR,0,True,1,12,,2,False,1,Je m'attendais à des expériences plus compliquer mais les consignes sont faciles à comprendre.,24.5
vrmpn3zv,2023-10-05,14:08:37.865657,njn0ddmv,19,2,s29g4,2,0.0,2.0,1.0,1,0,2,0,20.0,5.0,3,False,0.3,s29g3,1,0,8,8,0,8,0,78.333,78.333,45.0,prosocial,2.0,100.0,5,0,3,5,0,5,7,4,2005,0,FR,0,True,0,0,,5,True,2,Bonne expérience,25.0
56arlii3,2021-10-07,09:04:01.789828,nnjxwne0,20,3,s2g8,1,1.0,2.0,0.0,1,5,5,0,15.0,,46,False,4.6,s2g8,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,3.0,85.0,0,0,0,2,0,0,10,3,1994,1,MA,3,True,4,6,,5,True,2,,19.25
vrmpn3zv,2023-10-05,14:08:37.973997,no15207p,20,2,s29g3,1,0.0,0.0,1.0,0,5,2,0,25.0,2.0,10,False,1.0,s29g5,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,5.0,50.0,4,7,3,6,1,6,0,6,2004,0,DZ,0,True,1,6,,3,True,1,,26.0
ccxcrzzr,2021-10-14,09:04:30.500542,nqwlta8o,20,3,s8g6,1,2.0,0.0,0.0,2,5,4,0,35.0,,50,False,5.0,s8g6,1,0,8,8,7,0,0,91.833,57.667,10.386,individualist,2.0,100.0,6,0,6,7,0,4,5,3,1994,1,GN,0,True,5,6,,5,True,1,"L'expérience est enrichissante, ça permet de faire la pratique des cours théorique qui nous sont enseignés en économie expérience. J'ai aimé.",40.0
ccxcrzzr,2021-10-14,09:04:30.307789,o1s52knq,20,3,s8g5,2,1.0,0.0,1.0,2,10,3,0,10.0,,20,False,2.0,s8g5,2,0,8,8,4,3,8,84.0,72.0,32.905,prosocial,3.0,85.0,10,10,10,7,0,5,5,5,1996,1,FR,0,False,5,21,3.0,5,False,1,,12.0
iska0u63,2023-06-05,15:33:09.810149,o6ilfk7f,20,0,s12g2,1,,,,0,10,0,0,20.0,4.0,30,False,3.0,s12g6,1,8,8,8,8,0,0,92.5,44.167,-7.815,individualist,5.0,100.0,4,7,0,2,0,2,4,2,2004,0,FR,0,True,1,8,,7,True,2,Bonne expérience.,25.0
vffbvolu,2021-10-07,10:33:49.633925,o8qoeqrz,19,2,s28g4,2,0.0,2.0,1.0,1,0,4,0,20.0,,15,False,1.5,s28g4,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,3.0,85.0,5,3,6,6,0,3,10,4,1996,0,FR,0,True,3,23,,5,True,1,,21.5
yqf918j3,2023-09-11,13:05:09.819443,o9okdubn,40,1,s30g3,2,2.0,2.0,2.0,0,5,6,0,15.0,2.0,20,False,2.0,s30g3,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,6.0,100.0,4,2,1,6,0,3,9,7,2004,1,FR,0,True,1,6,,4,True,2,,20.0
1picali9,2021-09-23,14:04:51.030180,oepx2ya9,20,0,s0g7,1,,,,0,5,0,0,25.0,,66,True,0.0,s0g5,1,0,8,8,5,2,7,86.167,68.5,27.09,prosocial,1.0,85.0,8,0,7,0,0,6,10,5,1997,1,FR,0,True,5,6,,4,True,2,,29.25
8pf0hrk6,2022-02-28,13:02:19.852739,ogeqcu7w,20,0,s4g2,1,,,,0,10,0,0,20.0,,28,False,2.8,s4g2,1,0,8,8,4,2,8,85.167,71.0,30.844,prosocial,6.0,85.0,10,7,7,6,0,6,9,6,2002,1,FR,0,True,0,6,,4,False,1,merci,22.8
qq90voxd,2021-09-24,09:45:54.528695,oik6l54g,20,1,s22g3,1,2.0,2.0,2.0,0,10,3,0,10.0,,50,True,0.0,s22g5,2,0,8,8,3,2,8,84.333,72.667,33.433,prosocial,2.0,50.0,7,8,6,1,1,6,10,7,2000,1,FR,0,True,0,26,,5,True,2,,12.5
obg57lsl,2022-02-28,10:11:13.427171,okl9pwqd,20,3,s18g9,1,1.0,1.0,0.0,0,5,1,0,15.0,,55,True,0.0,s18g11,1,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,1.0,85.0,6,6,2,7,0,3,10,0,2000,1,FR,0,True,3,26,,3,False,1,"Dommage pour la partie 2 tâche 1 qu'on ne puisse pas choisir nous même les cases à ouvrir, ça se base plus sur un algorithme calculé par l'ordinateur plutôt que sur la vraie prise de risque d'un participant.",15.0
4j0x1iqn,2021-10-14,10:40:10.335791,on9a9w90,20,2,s1g3,1,0.0,0.0,1.0,0,5,5,0,25.0,,40,False,4.0,s1g3,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,4.0,85.0,10,4,10,10,1,7,10,7,1996,1,FR,0,False,5,16,8.0,7,True,1,"Expérience intéressante mais qui mériterait d'être effectuée en synchronisation avec les paires de joueurs et ainsi afficher les résultats directement, cela pourrait créer un biais de prise de décision pour voir comment les personnes se comportent avec de résultats en tête.",29.0
qpboszoi,2023-09-11,14:35:07.130378,oo1liirw,40,2,s21g4,1,0.0,0.0,1.0,0,10,3,0,20.0,3.0,8,False,0.8,s21g6,2,4,8,7,3,4,7,81.833,68.5,30.163,prosocial,4.0,15.0,8,7,7,10,0,3,5,5,2000,0,FR,0,True,4,9,,7,True,2,,20.75
cupsfubn,2021-12-02,13:09:29.956779,oo8sqf6r,20,2,s9g5,1,1.0,0.0,1.0,1,5,1,0,25.0,,26,True,0.0,s9g5,1,3,7,8,5,1,0,89.0,57.167,10.413,individualist,1.0,85.0,6,5,0,10,1,6,7,6,2003,0,US,0,True,1,6,,7,True,1,très enrichissant !,25.0
1picali9,2021-09-23,14:04:50.846854,otgnj242,20,0,s0g4,1,,,,0,10,0,0,20.0,,60,True,0.0,s0g4,1,0,8,8,7,0,8,89.333,63.5,18.943,individualist,3.0,85.0,7,4,8,5,1,7,10,4,1999,0,FR,0,True,3,26,,3,False,1,,20.0
pb87jhkl,2023-10-05,10:04:55.075820,oyfoz4j1,20,1,s19g3,2,2.0,2.0,2.0,0,5,2,0,15.0,5.0,30,False,3.0,s19g2,2,0,8,8,3,4,0,84.667,68.833,28.513,prosocial,3.0,91.0,10,0,4,5,0,1,10,0,2005,1,FR,0,True,0,6,,3,True,1,,18.0
zknsvvur,2021-10-07,14:05:12.290837,oyjpajpn,20,3,s31g10,1,1.0,2.0,1.0,2,5,3,0,15.0,,59,False,5.9,s31g9,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,5.0,100.0,8,2,5,8,0,3,10,3,1995,1,FR,0,True,3,6,,3,True,1,,20.9
obg57lsl,2022-02-28,10:11:13.201895,p03ar8wj,20,3,s18g7,2,1.0,1.0,1.0,1,0,5,0,0.0,,35,False,3.5,s18g9,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,2.0,100.0,7,4,8,10,0,3,9,7,1999,1,FR,0,True,2,26,,3,True,2,,5.0
t7l852vx,2023-06-06,14:04:26.708841,p2xk7ftu,20,1,s24g4,2,2.0,0.0,2.0,1,5,3,0,15.0,3.0,75,False,7.5,s24g4,2,8,5,5,3,0,8,83.167,57.667,13.016,individualist,3.0,85.0,7,3,6,8,0,3,9,6,2004,1,FR,0,True,0,6,,6,True,1,,22.5
zoyfmdzc,2023-09-11,10:06:15.994490,p32baiqz,40,0,s32g2,2,,,,0,10,0,0,20.0,2.0,35,False,3.5,s32g2,1,0,8,8,0,4,8,80.0,80.0,45.0,prosocial,5.0,75.0,2,2,5,4,0,3,7,1,2000,0,FR,0,True,5,6,,4,True,2,,23.75
jh8e81hs,2021-10-14,14:35:03.664918,p3ff4dna,20,1,s13g4,1,1.0,2.0,2.0,1,10,1,0,10.0,,24,False,2.4,s13g4,1,0,8,8,0,4,8,80.0,80.0,45.0,prosocial,5.0,75.0,9,4,8,5,0,5,9,6,1969,1,SY,0,True,3,25,,10,True,2,uwu!,13.75
ccxcrzzr,2021-10-14,09:04:30.450325,p49070it,20,3,s8g7,1,1.0,2.0,0.0,1,6,1,0,14.0,,85,True,0.0,s8g7,1,0,8,0,3,4,7,76.667,76.5,44.82,prosocial,3.0,50.0,10,0,10,8,0,0,0,0,1995,0,BJ,0,True,3,8,,10,True,1,C'était productif.,14.0
9hkdzuk6,2021-12-02,11:12:19.696949,p79q0nwo,20,1,s5g4,2,1.0,2.0,1.0,2,10,1,0,20.0,,15,False,1.5,s5g4,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,3.0,85.0,8,2,6,2,0,3,5,2,1987,1,FR,0,False,5,9,5.0,3,True,1,,21.5
zoyfmdzc,2023-09-11,10:06:16.046038,p7ccpgwr,40,0,s32g7,2,,,,0,5,0,0,15.0,5.0,70,True,0.0,s32g7,1,0,8,8,5,6,3,83.167,69.667,30.667,prosocial,2.0,100.0,5,4,7,3,0,7,7,4,2002,1,FR,0,True,1,5,,5,True,2,,20.0
